endpoint,operation,msglen,time
client,hash,4096,49
server,verify,4096,54
server,hash,4096,48
client,verify,4096,49
client,hash,4096,53
server,verify,4096,51
server,hash,4096,47
client,verify,4096,51
client,hash,4096,48
server,verify,4096,51
server,hash,4096,48
client,verify,4096,50
client,hash,4096,48
server,verify,4096,50
server,hash,4096,47
client,verify,4096,50
client,hash,4096,48
server,verify,4096,60
server,hash,4096,48
client,verify,4096,49
client,hash,8192,96
server,verify,8192,92
server,hash,8192,88
client,verify,8192,92
client,hash,8192,89
server,verify,8192,93
server,hash,8192,89
client,verify,8192,93
client,hash,8192,97
server,verify,8192,93
server,hash,8192,89
client,verify,8192,92
client,hash,8192,88
server,verify,8192,91
server,hash,8192,89
client,verify,8192,92
client,hash,8192,89
server,verify,8192,92
server,hash,8192,88
client,verify,8192,90
client,hash,16384,170
server,verify,16384,177
server,hash,16384,171
client,verify,16384,175
client,hash,16384,170
server,verify,16384,176
server,hash,16384,190
client,verify,16384,176
client,hash,16384,171
server,verify,16384,176
server,hash,16384,170
client,verify,16384,175
client,hash,16384,172
server,verify,16384,175
server,hash,16384,173
client,verify,16384,176
client,hash,16384,171
server,verify,16384,176
server,hash,16384,265
client,verify,16384,179
