endpoint,operation,msglen,time
client,digest,8192,89
server,verify,8192,90
server,digest,8192,89
client,verify,8192,90
client,digest,8192,88
server,verify,8192,95
server,digest,8192,89
client,verify,8192,94
client,digest,8192,89
server,verify,8192,106
server,digest,8192,89
client,verify,8192,99
client,digest,8192,93
server,verify,8192,93
server,digest,8192,89
client,verify,8192,94
client,digest,8192,89
server,verify,8192,92
server,digest,8192,101
client,verify,8192,91
client,digest,16384,171
server,verify,16384,174
server,digest,16384,170
client,verify,16384,208
client,digest,16384,194
server,verify,16384,177
server,digest,16384,171
client,verify,16384,177
client,digest,16384,185
server,verify,16384,184
server,digest,16384,218
client,verify,16384,177
client,digest,16384,262
server,verify,16384,173
server,digest,16384,203
client,verify,16384,175
client,digest,16384,290
server,verify,16384,218
server,digest,16384,171
client,verify,16384,178
