endpoint,keylen,time
server,1024,5051
client,1024,604
client,1024,536
server,1024,3409
server,1024,3375
client,1024,548
server,1024,3419
client,1024,543
server,1024,3381
client,1024,545
server,2048,22545
client,2048,1562
server,2048,17434
client,2048,1476
client,2048,1567
server,2048,16841
server,2048,17571
client,2048,1514
server,2048,17120
client,2048,1664
client,4096,5123
server,4096,125784
client,4096,4829
server,4096,106026
server,4096,106443
client,4096,4933
server,4096,107088
client,4096,4867
server,4096,107540
client,4096,4881
client,8192,18010
server,8192,864409
client,8192,16501
server,8192,805613
server,8192,794623
client,8192,23529
server,8192,778213
client,8192,16399
server,8192,782980
client,8192,16582
