endpoint,operation,msglen,time
client,encrypt,4096,82
server,decrypt,4096,73
server,encrypt,4096,74
client,decrypt,4096,138
client,encrypt,4096,73
server,decrypt,4096,74
server,encrypt,4096,73
client,decrypt,4096,73
client,encrypt,4096,109
server,decrypt,4096,73
server,encrypt,4096,74
client,decrypt,4096,77
client,encrypt,4096,73
server,decrypt,4096,73
server,encrypt,4096,92
client,decrypt,4096,72
client,encrypt,4096,73
server,decrypt,4096,73
server,encrypt,4096,73
client,decrypt,4096,72
client,encrypt,8192,142
server,decrypt,8192,142
server,encrypt,8192,143
client,decrypt,8192,140
client,encrypt,8192,161
server,decrypt,8192,161
server,encrypt,8192,162
client,decrypt,8192,151
client,encrypt,8192,162
server,decrypt,8192,168
server,encrypt,8192,161
client,decrypt,8192,163
client,encrypt,8192,161
server,decrypt,8192,174
server,encrypt,8192,141
client,decrypt,8192,260
client,encrypt,8192,150
server,decrypt,8192,145
server,encrypt,8192,141
client,decrypt,8192,142
client,encrypt,16384,278
server,decrypt,16384,474
server,encrypt,16384,282
client,decrypt,16384,303
client,encrypt,16384,284
server,decrypt,16384,283
server,encrypt,16384,287
client,decrypt,16384,281
client,encrypt,16384,280
server,decrypt,16384,338
server,encrypt,16384,287
client,decrypt,16384,277
client,encrypt,16384,280
server,decrypt,16384,308
server,encrypt,16384,287
client,decrypt,16384,280
client,encrypt,16384,283
server,decrypt,16384,290
server,encrypt,16384,282
client,decrypt,16384,388
