endpoint,keylen,test_id,time
client,1,0,16
server,1,0,18
client,1,0,1
server,1,0,3
client,1,0,7
server,1,0,15
client,1,0,561
client,1,0,1
server,1,0,3
client,1,0,1
server,1,0,2
client,1,0,785
server,1,0,1
server,1,0,1
server,1,0,556
server,1,0,21408
server,1,1,2
client,1,1,12
server,1,1,1
client,1,1,1
server,1,1,13
client,1,1,4
server,1,1,3
client,1,1,547
server,1,1,2
client,1,1,1
server,1,1,2
client,1,1,2
server,1,1,2
client,1,1,831
server,1,1,482
server,1,1,15001
server,1,2,1
client,1,2,10
client,1,2,1
server,1,2,1
server,1,2,14
client,1,2,4
server,1,2,1
client,1,2,500
server,1,2,2
client,1,2,1
client,1,2,1
server,1,2,1
client,1,2,784
server,1,2,2
server,1,2,471
server,1,2,15025
server,1,3,2
client,1,3,9
client,1,3,1
server,1,3,2
client,1,3,4
server,1,3,18
server,1,3,2
client,1,3,493
server,1,3,3
client,1,3,1
server,1,3,1
client,1,3,1
server,1,3,1
server,1,3,482
client,1,3,826
server,1,3,15169
server,1,4,1
client,1,4,9
server,1,4,1
client,1,4,1
client,1,4,2
server,1,4,13
client,1,4,550
client,1,4,1
server,1,4,2
server,1,4,3
client,1,4,2
server,1,4,1
client,1,4,787
server,1,4,1
server,1,4,471
server,1,4,15142
server,1,5,1
client,1,5,10
client,1,5,1
server,1,5,1
client,1,5,4
server,1,5,14
client,1,5,496
server,1,5,1
client,1,5,1
client,1,5,1
server,1,5,2
client,1,5,852
server,1,5,1
server,1,5,1
server,1,5,482
server,1,5,24364
server,1,6,2
client,1,6,9
client,1,6,1
server,1,6,1
client,1,6,3
server,1,6,14
server,1,6,2
client,1,6,524
client,1,6,1
server,1,6,3
client,1,6,2
client,1,6,802
server,1,6,1
server,1,6,2
server,1,6,453
server,1,6,15105
server,1,7,1
client,1,7,8
server,1,7,1
client,1,7,1
client,1,7,4
server,1,7,13
server,1,7,2
client,1,7,523
server,1,7,3
client,1,7,1
server,1,7,2
client,1,7,1
server,1,7,1
client,1,7,809
server,1,7,484
server,1,7,15424
server,1,8,1
client,1,8,9
server,1,8,1
client,1,8,1
server,1,8,14
client,1,8,3
server,1,8,2
client,1,8,503
client,1,8,0
server,1,8,2
client,1,8,1
server,1,8,1
client,1,8,886
server,1,8,1
server,1,8,510
server,1,8,15008
server,1,9,1
client,1,9,10
server,1,9,1
client,1,9,1
server,1,9,14
client,1,9,4
server,1,9,1
client,1,9,446
server,1,9,2
client,1,9,1
server,1,9,1
client,1,9,2
server,1,9,1
client,1,9,820
server,1,9,456
server,1,9,15587
server,1,10,1
client,1,10,10
client,1,10,1
server,1,10,1
client,1,10,3
client,1,10,446
server,1,10,13
server,1,10,2
client,1,10,0
server,1,10,3
server,1,10,1
client,1,10,3
server,1,10,1
client,1,10,786
server,1,10,433
server,1,10,15015
server,1,11,1
client,1,11,8
client,1,11,1
client,1,11,3
server,1,11,0
server,1,11,15
client,1,11,521
client,1,11,1
server,1,11,1
client,1,11,2
server,1,11,2
client,1,11,828
server,1,11,0
server,1,11,2
server,1,11,476
server,1,11,14989
server,1,12,1
client,1,12,9
server,1,12,1
client,1,12,1
server,1,12,13
client,1,12,3
server,1,12,2
client,1,12,489
client,1,12,1
server,1,12,2
server,1,12,1
client,1,12,2
server,1,12,1
server,1,12,466
server,1,12,14998
client,1,12,780
server,1,13,1
client,1,13,8
client,1,13,0
server,1,13,1
server,1,13,13
client,1,13,2
client,1,13,461
client,1,13,1
server,1,13,2
server,1,13,3
client,1,13,1
server,1,13,1
client,1,13,792
server,1,13,1
server,1,13,473
server,1,13,15650
client,1,14,9
server,1,14,1
server,1,14,1
client,1,14,0
client,1,14,4
server,1,14,13
client,1,14,521
client,1,14,10
server,1,14,1
client,1,14,1
server,1,14,2
client,1,14,782
server,1,14,1
server,1,14,1
server,1,14,469
server,1,14,15061
server,1,15,1
client,1,15,9
server,1,15,1
client,1,15,1
server,1,15,14
client,1,15,3
client,1,15,487
client,1,15,1
server,1,15,2
server,1,15,3
client,1,15,1
client,1,15,784
server,1,15,1
server,1,15,1
server,1,15,464
server,1,15,15273
server,1,16,1
client,1,16,9
client,1,16,1
server,1,16,1
client,1,16,3
server,1,16,13
server,1,16,2
client,1,16,465
client,1,16,1
server,1,16,2
server,1,16,2
client,1,16,1
server,1,16,1
client,1,16,912
server,1,16,471
server,1,16,14956
server,1,17,1
client,1,17,9
server,1,17,1
client,1,17,1
server,1,17,13
client,1,17,3
server,1,17,2
client,1,17,509
server,1,17,2
server,1,17,1
client,1,17,1
server,1,17,1
client,1,17,2
client,1,17,805
server,1,17,478
server,1,17,15446
server,1,18,1
client,1,18,8
server,1,18,1
client,1,18,1
server,1,18,14
client,1,18,3
server,1,18,2
client,1,18,532
server,1,18,2
client,1,18,1
client,1,18,1
server,1,18,1
server,1,18,1
client,1,18,799
server,1,18,473
server,1,18,15454
server,1,19,0
client,1,19,10
client,1,19,1
server,1,19,0
client,1,19,8
client,1,19,482
server,1,19,14
client,1,19,1
server,1,19,2
client,1,19,1
server,1,19,3
client,1,19,805
server,1,19,1
server,1,19,1
server,1,19,446
server,1,19,15295
client,1,20,8
server,1,20,1
server,1,20,1
client,1,20,1
server,1,20,14
client,1,20,3
server,1,20,1
server,1,20,2
client,1,20,474
server,1,20,0
client,1,20,1
server,1,20,1
client,1,20,1
server,1,20,446
server,1,20,15089
client,1,20,803
server,1,21,2
client,1,21,8
client,1,21,0
server,1,21,1
server,1,21,13
client,1,21,2
server,1,21,17
client,1,21,442
server,1,21,2
client,1,21,1
server,1,21,1
client,1,21,1
server,1,21,1
client,1,21,781
server,1,21,432
server,1,21,14937
server,1,22,1
client,1,22,9
server,1,22,1
client,1,22,0
server,1,22,14
client,1,22,7
server,1,22,2
client,1,22,532
server,1,22,3
client,1,22,1
client,1,22,1
server,1,22,1
client,1,22,805
server,1,22,1
server,1,22,454
server,1,22,15244
server,1,23,1
client,1,23,9
client,1,23,1
server,1,23,1
client,1,23,3
server,1,23,13
client,1,23,503
server,1,23,2
client,1,23,1
server,1,23,3
client,1,23,1
server,1,23,2
client,1,23,797
server,1,23,1
server,1,23,472
server,1,23,17674
server,1,24,1
client,1,24,13
client,1,24,1
server,1,24,0
client,1,24,4
server,1,24,13
client,1,24,448
server,1,24,2
server,1,24,2
client,1,24,1
server,1,24,1
client,1,24,2
client,1,24,785
server,1,24,2
server,1,24,466
server,1,24,15423
server,1,25,1
client,1,25,9
client,1,25,1
server,1,25,1
server,1,25,13
client,1,25,3
server,1,25,1
client,1,25,543
server,1,25,2
client,1,25,1
server,1,25,1
client,1,25,1
server,1,25,2
client,1,25,811
server,1,25,466
server,1,25,15124
server,1,26,1
client,1,26,13
server,1,26,1
client,1,26,1
server,1,26,13
client,1,26,3
client,1,26,466
server,1,26,2
server,1,26,2
client,1,26,1
server,1,26,1
server,1,26,1
client,1,26,1
client,1,26,812
server,1,26,444
server,1,26,15151
server,1,27,1
client,1,27,9
client,1,27,1
server,1,27,0
client,1,27,3
server,1,27,13
client,1,27,523
server,1,27,1
server,1,27,2
client,1,27,1
client,1,27,1
client,1,27,783
server,1,27,1
server,1,27,1
server,1,27,483
server,1,27,15574
