endpoint,operation,msglen,time
client,encrypt,8192,119
server,decrypt,8192,122
server,encrypt,8192,133
client,decrypt,8192,224
client,encrypt,8192,120
server,decrypt,8192,119
server,encrypt,8192,120
client,decrypt,8192,117
client,encrypt,8192,158
server,decrypt,8192,207
server,encrypt,8192,118
client,decrypt,8192,118
client,encrypt,8192,133
server,decrypt,8192,119
server,encrypt,8192,123
client,decrypt,8192,146
client,encrypt,8192,117
server,decrypt,8192,181
server,encrypt,8192,132
client,decrypt,8192,119
client,encrypt,16384,248
server,decrypt,16384,237
server,encrypt,16384,240
client,decrypt,16384,231
client,encrypt,16384,262
server,decrypt,16384,237
server,encrypt,16384,236
client,decrypt,16384,234
client,encrypt,16384,233
server,decrypt,16384,234
server,encrypt,16384,261
client,decrypt,16384,231
client,encrypt,16384,232
server,decrypt,16384,395
server,encrypt,16384,241
client,decrypt,16384,231
client,encrypt,16384,322
server,decrypt,16384,233
server,encrypt,16384,237
client,decrypt,16384,319
