endpoint,operation,msglen,time
client,hash,4096,49
server,verify,4096,50
server,hash,4096,48
client,verify,4096,50
client,hash,4096,47
server,verify,4096,50
server,hash,4096,47
client,verify,4096,50
client,hash,4096,48
server,verify,4096,49
server,hash,4096,48
client,verify,4096,50
client,hash,4096,48
server,verify,4096,49
server,hash,4096,48
client,verify,4096,50
client,hash,4096,48
server,verify,4096,49
server,hash,4096,73
client,verify,4096,50
client,hash,8192,88
server,verify,8192,92
server,hash,8192,89
client,verify,8192,92
client,hash,8192,89
server,verify,8192,91
server,hash,8192,88
client,verify,8192,130
client,hash,8192,88
server,verify,8192,91
server,hash,8192,88
client,verify,8192,92
client,hash,8192,98
server,verify,8192,92
server,hash,8192,97
client,verify,8192,92
client,hash,8192,111
server,verify,8192,92
server,hash,8192,89
client,verify,8192,91
client,hash,16384,207
server,verify,16384,194
server,hash,16384,171
client,verify,16384,196
client,hash,16384,190
server,verify,16384,175
server,hash,16384,181
client,verify,16384,185
client,hash,16384,171
server,verify,16384,175
server,hash,16384,171
client,verify,16384,189
client,hash,16384,170
server,verify,16384,191
server,hash,16384,190
client,verify,16384,195
client,hash,16384,190
server,verify,16384,175
server,hash,16384,171
client,verify,16384,241
