endpoint,operation,msglen,time
client,hash,4096,23
server,verify,4096,33
server,hash,4096,23
client,verify,4096,25
client,hash,4096,23
server,verify,4096,38
server,hash,4096,23
client,verify,4096,24
client,hash,4096,22
server,verify,4096,25
server,hash,4096,22
client,verify,4096,25
client,hash,4096,22
server,verify,4096,24
server,hash,4096,48
client,verify,4096,36
client,hash,4096,44
server,verify,4096,36
server,hash,4096,33
client,verify,4096,25
client,hash,8192,40
server,verify,8192,44
server,hash,8192,41
client,verify,8192,42
client,hash,8192,53
server,verify,8192,44
server,hash,8192,41
client,verify,8192,52
client,hash,8192,69
server,verify,8192,44
server,hash,8192,41
client,verify,8192,45
client,hash,8192,42
server,verify,8192,68
server,hash,8192,41
client,verify,8192,43
client,hash,8192,41
server,verify,8192,69
server,hash,8192,66
client,verify,8192,116
client,hash,16384,79
server,verify,16384,80
server,hash,16384,103
client,verify,16384,95
client,hash,16384,198
server,verify,16384,91
server,hash,16384,1355
client,verify,16384,83
client,hash,16384,148
server,verify,16384,85
server,hash,16384,112
client,verify,16384,81
client,hash,16384,105
server,verify,16384,181
server,hash,16384,113
client,verify,16384,99
client,hash,16384,79
server,verify,16384,126
server,hash,16384,78
client,verify,16384,131
