endpoint,operation,msglen,time
client,encrypt,4096,74
server,decrypt,4096,74
server,encrypt,4096,74
client,decrypt,4096,73
client,encrypt,4096,73
server,decrypt,4096,83
server,encrypt,4096,75
client,decrypt,4096,74
client,encrypt,4096,74
server,decrypt,4096,74
server,encrypt,4096,74
client,decrypt,4096,83
client,encrypt,4096,74
server,decrypt,4096,83
server,encrypt,4096,75
client,decrypt,4096,83
client,encrypt,4096,74
server,decrypt,4096,135
server,encrypt,4096,73
client,decrypt,4096,78
client,encrypt,8192,143
server,decrypt,8192,147
server,encrypt,8192,144
client,decrypt,8192,145
client,encrypt,8192,236
server,decrypt,8192,143
server,encrypt,8192,144
client,decrypt,8192,142
client,encrypt,8192,165
server,decrypt,8192,143
server,encrypt,8192,144
client,decrypt,8192,143
client,encrypt,8192,161
server,decrypt,8192,251
server,encrypt,8192,144
client,decrypt,8192,251
client,encrypt,8192,142
server,decrypt,8192,156
server,encrypt,8192,144
client,decrypt,8192,143
client,encrypt,16384,319
server,decrypt,16384,291
server,encrypt,16384,283
client,decrypt,16384,278
client,encrypt,16384,280
server,decrypt,16384,321
server,encrypt,16384,286
client,decrypt,16384,279
client,encrypt,16384,312
server,decrypt,16384,281
server,encrypt,16384,284
client,decrypt,16384,278
client,encrypt,16384,285
server,decrypt,16384,281
server,encrypt,16384,284
client,decrypt,16384,285
client,encrypt,16384,281
server,decrypt,16384,280
server,encrypt,16384,285
client,decrypt,16384,295
