endpoint,keylen,time
client,192,29750
server,192,40237
client,192,27695
server,192,34431
client,192,29101
server,192,36056
server,192,35909
client,192,29179
client,192,29574
server,192,36672
server,224,52505
client,224,42262
client,224,46777
server,224,57018
server,224,51371
client,224,41002
client,224,46407
server,224,56731
server,224,59923
client,224,49295
client,384,110771
server,384,137197
client,384,107699
server,384,134104
client,384,109453
server,384,136205
client,384,119421
server,384,145956
server,384,131881
client,384,105584
server,521,309038
client,521,247750
server,521,310047
client,521,248288
client,521,246509
server,521,307594
server,521,310733
client,521,247877
server,521,310184
client,521,248406
