endpoint,operation,msglen,time
client,hash,8192,104
server,verify,8192,44
server,hash,8192,41
client,verify,8192,40
client,hash,8192,63
server,verify,8192,46
server,hash,8192,62
client,verify,8192,41
client,hash,8192,64
server,verify,8192,43
server,hash,8192,49
client,verify,8192,41
client,hash,8192,40
server,verify,8192,56
server,hash,8192,41
client,verify,8192,56
client,hash,8192,41
server,verify,8192,43
server,hash,8192,41
client,verify,8192,41
client,hash,16384,81
server,verify,16384,109
server,hash,16384,77
client,verify,16384,77
client,hash,16384,76
server,verify,16384,87
server,hash,16384,77
client,verify,16384,78
client,hash,16384,76
server,verify,16384,78
server,hash,16384,77
client,verify,16384,88
client,hash,16384,77
server,verify,16384,78
server,hash,16384,77
client,verify,16384,80
client,hash,16384,76
server,verify,16384,77
server,hash,16384,87
client,verify,16384,76
