endpoint,operation,msglen,time
client,encrypt,8192,382
server,decrypt,8192,368
server,encrypt,8192,372
client,decrypt,8192,349
client,encrypt,8192,353
server,decrypt,8192,496
server,encrypt,8192,354
client,decrypt,8192,492
client,encrypt,8192,420
server,decrypt,8192,381
server,encrypt,8192,357
client,decrypt,8192,393
client,encrypt,8192,353
server,decrypt,8192,433
server,encrypt,8192,450
client,decrypt,8192,353
client,encrypt,8192,446
server,decrypt,8192,351
server,encrypt,8192,356
client,decrypt,8192,584
client,encrypt,16384,757
server,decrypt,16384,707
server,encrypt,16384,844
client,decrypt,16384,733
client,encrypt,16384,746
server,decrypt,16384,697
server,encrypt,16384,698
client,decrypt,16384,692
client,encrypt,16384,703
server,decrypt,16384,770
server,encrypt,16384,703
client,decrypt,16384,693
client,encrypt,16384,703
server,decrypt,16384,698
server,encrypt,16384,703
client,decrypt,16384,1062
client,encrypt,16384,971
server,decrypt,16384,745
server,encrypt,16384,740
client,decrypt,16384,1393
