endpoint,operation,msglen,time
client,encrypt,256,15
server,decrypt,256,16
server,encrypt,256,12
client,decrypt,256,12
client,encrypt,256,12
server,decrypt,256,21
server,encrypt,256,12
client,decrypt,256,12
client,encrypt,256,12
server,decrypt,256,13
server,encrypt,256,17
client,decrypt,256,12
client,encrypt,256,12
server,decrypt,256,15
server,encrypt,256,11
client,decrypt,256,12
client,encrypt,256,12
server,decrypt,256,13
server,encrypt,256,11
client,decrypt,256,12
client,encrypt,512,20
server,decrypt,512,20
server,encrypt,512,20
client,decrypt,512,21
client,encrypt,512,27
server,decrypt,512,33
server,encrypt,512,21
client,decrypt,512,20
client,encrypt,512,20
server,decrypt,512,23
server,encrypt,512,22
client,decrypt,512,20
client,encrypt,512,21
server,decrypt,512,20
server,encrypt,512,20
client,decrypt,512,19
client,encrypt,512,20
server,decrypt,512,20
server,encrypt,512,33
client,decrypt,512,20
client,encrypt,1024,37
server,decrypt,1024,36
server,encrypt,1024,36
client,decrypt,1024,36
client,encrypt,1024,37
server,decrypt,1024,138
server,encrypt,1024,37
client,decrypt,1024,35
client,encrypt,1024,38
server,decrypt,1024,36
server,encrypt,1024,37
client,decrypt,1024,36
client,encrypt,1024,37
server,decrypt,1024,45
server,encrypt,1024,37
client,decrypt,1024,36
client,encrypt,1024,37
server,decrypt,1024,36
server,encrypt,1024,37
client,decrypt,1024,46
client,encrypt,2048,69
server,decrypt,2048,75
server,encrypt,2048,70
client,decrypt,2048,67
client,encrypt,2048,69
server,decrypt,2048,74
server,encrypt,2048,69
client,decrypt,2048,67
client,encrypt,2048,70
server,decrypt,2048,67
server,encrypt,2048,95
client,decrypt,2048,78
client,encrypt,2048,70
server,decrypt,2048,68
server,encrypt,2048,70
client,decrypt,2048,68
client,encrypt,2048,69
server,decrypt,2048,71
server,encrypt,2048,74
client,decrypt,2048,78
