endpoint,keylen,time
client,224,185976
server,224,246165
client,224,184905
server,224,243944
client,224,184007
server,224,244439
client,224,184538
server,224,244722
client,224,182856
server,224,244268
client,224,184842
server,224,247285
client,224,183761
server,224,243868
client,224,182856
server,224,244141
client,224,182294
server,224,242546
server,224,242648
client,224,182317
server,224,243651
client,224,182886
server,224,242956
client,224,182708
client,224,181672
server,224,241811
client,224,183172
server,224,244518
client,224,182009
server,224,242355
client,224,182850
server,224,243577
client,224,183814
server,224,245087
client,224,184310
server,224,245763
client,224,182123
server,224,242593
client,224,183874
server,224,245163
client,224,184320
server,224,245708
client,224,184241
server,224,244310
client,224,181049
server,224,242103
client,224,183794
server,224,245221
client,224,183494
server,224,243746
client,224,183250
server,224,244214
client,224,183732
server,224,245179
client,224,183661
server,224,244669
client,224,183825
server,224,244982
client,224,183759
server,224,243921
client,224,181942
server,224,243183
client,224,183941
server,224,244567
client,224,181577
server,224,242390
client,224,183627
server,224,245549
client,224,182904
server,224,244152
client,224,183727
server,224,245510
client,224,181535
server,224,243094
server,224,243580
client,224,182460
client,224,181070
server,224,240071
client,224,183713
server,224,244663
client,224,181480
server,224,241515
client,224,182023
server,224,243716
client,224,181841
server,224,244031
client,224,190025
server,224,251554
client,224,183851
server,224,245077
client,224,181664
server,224,242452
client,224,183974
server,224,245633
client,224,182967
server,224,244894
client,224,182955
server,224,243944
client,224,182930
server,224,244244
client,224,183149
server,224,244515
client,224,181911
server,224,242325
client,224,181904
server,224,242973
server,224,246884
client,224,185637
client,224,181414
server,224,242702
client,224,183720
server,224,245490
client,224,182894
server,224,244322
client,224,182858
server,224,244079
client,224,182034
server,224,243716
client,224,183213
server,224,245357
client,224,181631
server,224,242457
client,224,183914
server,224,245587
client,224,184277
server,224,245460
client,224,183353
server,224,244993
client,224,183562
server,224,244821
client,224,184129
server,224,245429
client,224,185060
server,224,246589
client,224,182790
server,224,244000
client,224,183028
server,224,243914
client,224,182535
server,224,242849
client,224,183650
server,224,245122
client,224,183923
server,224,244043
client,224,183212
server,224,244141
client,224,183413
server,224,245110
client,224,184878
server,224,245422
client,224,184700
server,224,245747
client,224,182144
server,224,243645
client,224,182382
server,224,243744
client,224,181180
server,224,241887
client,224,183877
server,224,246171
client,224,182038
server,224,242604
client,224,182664
server,224,244742
client,224,182008
server,224,243259
client,224,184768
server,224,246655
client,224,181835
server,224,242958
client,224,184793
server,224,245850
client,224,183158
server,224,244213
client,224,185169
server,224,245834
client,224,182219
server,224,242908
client,224,182625
server,224,243626
client,224,184372
server,224,245937
client,224,184993
server,224,246636
client,224,185858
server,224,246228
client,224,184650
server,224,245963
client,224,186591
server,224,247933
client,224,186688
server,224,248305
client,224,183996
server,224,245226
client,224,184128
server,224,245516
client,224,184733
server,224,245673
client,224,183115
server,224,244806
client,224,183218
server,224,244807
client,224,183741
server,224,244710
client,224,184379
server,224,246227
client,224,189800
server,224,250573
client,224,183085
server,224,243993
client,224,183072
server,224,244576
server,224,243487
client,224,182682
client,224,183790
server,224,243922
client,224,183277
server,224,245641
client,224,183980
