endpoint,keylen,test_id,time
client,1,0,26
server,1,0,11
client,1,0,1
server,1,0,2
server,1,0,23
client,1,0,6
server,1,0,6
server,1,0,83054
client,1,0,22926
server,1,0,4
client,1,0,20197
server,1,0,1
client,1,0,1
server,1,0,1
client,1,0,2
server,1,0,22523
client,1,0,137916
server,1,0,62808
server,1,1,1
client,1,1,9
client,1,1,1
server,1,1,0
server,1,1,14
client,1,1,3
client,1,1,19938
server,1,1,2
client,1,1,19609
client,1,1,1
server,1,1,71141
server,1,1,2
server,1,1,1
client,1,1,2
client,1,1,124004
server,1,1,1
server,1,1,20461
server,1,1,60574
server,1,2,1
client,1,2,9
client,1,2,1
server,1,2,1
client,1,2,4
client,1,2,20734
server,1,2,15
client,1,2,19692
client,1,2,1
server,1,2,2
client,1,2,1
server,1,2,71126
client,1,2,117450
server,1,2,2
server,1,2,1
server,1,2,1
server,1,2,19837
server,1,2,60078
server,1,3,0
client,1,3,12
client,1,3,1
server,1,3,1
client,1,3,3
client,1,3,19739
server,1,3,14
server,1,3,2
client,1,3,19622
server,1,3,70665
client,1,3,1
server,1,3,12
client,1,3,1
client,1,3,117537
server,1,3,1
server,1,3,1
server,1,3,19824
server,1,3,60792
server,1,4,1
client,1,4,8
client,1,4,1
server,1,4,1
server,1,4,14
client,1,4,3
client,1,4,19858
server,1,4,2
server,1,4,71069
client,1,4,19696
server,1,4,3
client,1,4,0
server,1,4,1
client,1,4,1
client,1,4,118574
server,1,4,1
server,1,4,20433
server,1,4,59972
server,1,5,1
client,1,5,9
server,1,5,1
client,1,5,1
client,1,5,3
server,1,5,14
client,1,5,20582
client,1,5,19712
server,1,5,2
client,1,5,1
server,1,5,70608
client,1,5,1
server,1,5,2
client,1,5,118803
server,1,5,1
server,1,5,0
server,1,5,19824
server,1,5,61245
server,1,6,1
client,1,6,9
client,1,6,1
server,1,6,1
server,1,6,15
client,1,6,3
client,1,6,19991
server,1,6,2
client,1,6,19231
server,1,6,70219
client,1,6,1
server,1,6,2
client,1,6,2
server,1,6,1
client,1,6,119202
server,1,6,1
server,1,6,19893
server,1,6,60203
server,1,7,2
client,1,7,9
client,1,7,0
server,1,7,1
client,1,7,3
server,1,7,16
client,1,7,19981
server,1,7,1
server,1,7,70947
client,1,7,19628
client,1,7,1
server,1,7,2
client,1,7,1
server,1,7,1
client,1,7,118269
server,1,7,2
server,1,7,20530
server,1,7,58943
server,1,8,2
client,1,8,9
client,1,8,1
server,1,8,1
client,1,8,3
server,1,8,22
client,1,8,20344
client,1,8,19740
server,1,8,2
client,1,8,1
server,1,8,71750
server,1,8,2
client,1,8,2
server,1,8,1
server,1,8,1
client,1,8,117602
server,1,8,19913
server,1,8,60105
server,1,9,1
client,1,9,10
client,1,9,1
server,1,9,1
server,1,9,15
client,1,9,3
client,1,9,20138
server,1,9,2
client,1,9,19615
server,1,9,70049
client,1,9,0
server,1,9,12
client,1,9,1
server,1,9,1
client,1,9,117846
server,1,9,1
server,1,9,19868
server,1,9,60949
server,1,10,1
client,1,10,9
client,1,10,0
server,1,10,1
server,1,10,15
server,1,10,2
client,1,10,3
client,1,10,20242
server,1,10,70843
client,1,10,19661
server,1,10,2
client,1,10,1
server,1,10,0
client,1,10,2
server,1,10,1
client,1,10,117801
server,1,10,20021
server,1,10,59722
server,1,11,1
client,1,11,10
client,1,11,1
server,1,11,1
client,1,11,2
server,1,11,15
client,1,11,20405
client,1,11,19625
server,1,11,2
client,1,11,1
server,1,11,71874
client,1,11,1
server,1,11,2
server,1,11,1
client,1,11,118037
server,1,11,1
server,1,11,19905
server,1,11,60385
server,1,12,1
client,1,12,9
client,1,12,0
server,1,12,1
client,1,12,3
server,1,12,14
client,1,12,19745
server,1,12,1
client,1,12,19650
server,1,12,70652
server,1,12,2
client,1,12,1
server,1,12,0
client,1,12,1
server,1,12,1
client,1,12,118596
server,1,12,19864
server,1,12,60542
server,1,13,1
client,1,13,9
client,1,13,1
server,1,13,1
server,1,13,15
client,1,13,2
server,1,13,2
client,1,13,20175
server,1,13,71475
client,1,13,19610
client,1,13,1
server,1,13,3
client,1,13,2
server,1,13,0
server,1,13,1
client,1,13,117944
server,1,13,20575
server,1,13,60186
server,1,14,1
client,1,14,9
client,1,14,1
server,1,14,1
client,1,14,3
server,1,14,15
client,1,14,20395
server,1,14,2
client,1,14,19724
server,1,14,70151
client,1,14,1
server,1,14,2
client,1,14,2
server,1,14,1
client,1,14,118203
server,1,14,1
server,1,14,20449
server,1,14,60065
server,1,15,1
client,1,15,9
server,1,15,1
client,1,15,1
client,1,15,3
server,1,15,15
client,1,15,19699
server,1,15,2
client,1,15,19793
server,1,15,71168
server,1,15,2
client,1,15,0
client,1,15,1
server,1,15,1
client,1,15,117676
server,1,15,1
server,1,15,20084
server,1,15,60439
server,1,16,1
client,1,16,14
server,1,16,1
client,1,16,1
client,1,16,4
server,1,16,15
server,1,16,3
client,1,16,19859
server,1,16,71272
client,1,16,19659
server,1,16,2
client,1,16,1
server,1,16,1
client,1,16,1
server,1,16,1
server,1,16,19960
client,1,16,117632
server,1,16,60179
server,1,17,1
client,1,17,10
server,1,17,1
client,1,17,1
server,1,17,14
client,1,17,4
client,1,17,20126
server,1,17,2
client,1,17,19611
server,1,17,71397
client,1,17,1
server,1,17,2
client,1,17,1
server,1,17,0
client,1,17,117421
server,1,17,1
server,1,17,20011
server,1,17,59986
server,1,18,1
client,1,18,12
client,1,18,1
server,1,18,1
server,1,18,15
client,1,18,4
server,1,18,2
client,1,18,19762
server,1,18,71004
server,1,18,2
client,1,18,19979
client,1,18,1
server,1,18,1
client,1,18,1
server,1,18,1
client,1,18,117905
server,1,18,19983
server,1,18,60012
client,1,19,13
server,1,19,1
client,1,19,1
server,1,19,1
client,1,19,3
server,1,19,15
server,1,19,2
client,1,19,19693
client,1,19,19663
server,1,19,70661
client,1,19,1
server,1,19,12
client,1,19,2
server,1,19,1
client,1,19,117602
server,1,19,0
server,1,19,20020
server,1,19,60222
server,1,20,1
client,1,20,13
client,1,20,2
server,1,20,1
server,1,20,15
client,1,20,3
server,1,20,2
server,1,20,70750
client,1,20,21682
server,1,20,2
server,1,20,1
client,1,20,19646
server,1,20,2
client,1,20,1
server,1,20,20022
client,1,20,1
server,1,20,59973
client,1,20,117159
server,1,21,1
client,1,21,8
client,1,21,1
server,1,21,1
server,1,21,15
client,1,21,2
server,1,21,1
client,1,21,19720
server,1,21,72152
client,1,21,20084
client,1,21,1
server,1,21,2
client,1,21,2
server,1,21,1
client,1,21,118413
server,1,21,1
server,1,21,20006
server,1,21,58864
server,1,22,2
client,1,22,16
client,1,22,1
server,1,22,1
server,1,22,15
client,1,22,4
server,1,22,3
client,1,22,19780
server,1,22,70757
client,1,22,19649
server,1,22,2
client,1,22,1
server,1,22,1
client,1,22,1
client,1,22,118804
server,1,22,1
server,1,22,19971
server,1,22,60254
server,1,23,1
client,1,23,9
client,1,23,1
server,1,23,1
client,1,23,3
server,1,23,14
server,1,23,2
client,1,23,19830
server,1,23,70618
client,1,23,19650
server,1,23,2
client,1,23,1
server,1,23,1
client,1,23,1
server,1,23,1
client,1,23,117421
server,1,23,19898
server,1,23,60419
server,1,24,1
client,1,24,10
client,1,24,1
server,1,24,1
server,1,24,14
client,1,24,3
server,1,24,2
client,1,24,19814
server,1,24,70921
client,1,24,19812
server,1,24,2
client,1,24,1
server,1,24,1
client,1,24,1
server,1,24,1
client,1,24,117176
server,1,24,19897
server,1,24,60377
server,1,25,1
client,1,25,10
client,1,25,1
server,1,25,1
server,1,25,15
client,1,25,3
client,1,25,19690
server,1,25,2
client,1,25,19614
server,1,25,70609
server,1,25,2
client,1,25,1
server,1,25,1
client,1,25,1
server,1,25,1
server,1,25,26928
client,1,25,124909
server,1,25,60251
server,1,26,0
client,1,26,9
client,1,26,1
server,1,26,1
client,1,26,3
server,1,26,14
server,1,26,2
client,1,26,19779
server,1,26,70788
client,1,26,19638
server,1,26,2
client,1,26,1
server,1,26,1
client,1,26,1
server,1,26,1
client,1,26,117398
server,1,26,19957
server,1,26,59847
server,1,27,1
client,1,27,9
client,1,27,1
server,1,27,1
client,1,27,3
server,1,27,15
client,1,27,19734
server,1,27,2
server,1,27,70535
client,1,27,19802
server,1,27,12
client,1,27,1
server,1,27,1
client,1,27,1
client,1,27,117076
server,1,27,1
server,1,27,19976
server,1,27,60195
server,1,28,1
client,1,28,9
server,1,28,0
client,1,28,1
client,1,28,3
server,1,28,14
client,1,28,19766
server,1,28,2
client,1,28,19643
server,1,28,70903
client,1,28,1
server,1,28,2
client,1,28,1
server,1,28,1
client,1,28,118297
server,1,28,1
server,1,28,19902
server,1,28,60134
server,1,29,1
client,1,29,10
client,1,29,1
server,1,29,0
client,1,29,3
server,1,29,15
client,1,29,19759
client,1,29,19626
server,1,29,2
client,1,29,0
server,1,29,70582
client,1,29,1
server,1,29,12
server,1,29,1
client,1,29,117448
server,1,29,1
server,1,29,19905
server,1,29,60225
client,1,30,9
server,1,30,1
server,1,30,1
client,1,30,0
client,1,30,4
server,1,30,15
client,1,30,19796
server,1,30,3
server,1,30,70751
client,1,30,19619
client,1,30,0
server,1,30,2
server,1,30,1
client,1,30,1
server,1,30,1
server,1,30,20021
client,1,30,117744
server,1,30,60256
server,1,31,2
client,1,31,9
client,1,31,1
server,1,31,1
client,1,31,3
server,1,31,14
server,1,31,2
client,1,31,19732
server,1,31,71099
client,1,31,19668
server,1,31,2
client,1,31,1
server,1,31,1
server,1,31,2
client,1,31,1
client,1,31,117546
server,1,31,20171
server,1,31,59779
server,1,32,0
client,1,32,13
client,1,32,1
server,1,32,1
server,1,32,15
client,1,32,3
server,1,32,2
server,1,32,71126
client,1,32,19977
server,1,32,13
client,1,32,19658
client,1,32,1
server,1,32,1
client,1,32,1
client,1,32,117917
server,1,32,1
server,1,32,20557
server,1,32,60187
server,1,33,1
client,1,33,9
client,1,33,0
server,1,33,0
client,1,33,5
server,1,33,15
client,1,33,20221
server,1,33,2
client,1,33,19638
server,1,33,71659
server,1,33,2
client,1,33,0
client,1,33,1
server,1,33,0
server,1,33,1
client,1,33,118211
server,1,33,20468
server,1,33,60711
server,1,34,1
client,1,34,12
client,1,34,1
server,1,34,1
client,1,34,3
client,1,34,20283
server,1,34,15
client,1,34,19763
server,1,34,2
client,1,34,0
server,1,34,72003
client,1,34,2
server,1,34,2
client,1,34,118065
server,1,34,0
server,1,34,0
server,1,34,20550
server,1,34,59887
server,1,35,1
client,1,35,10
client,1,35,1
server,1,35,1
client,1,35,3
server,1,35,15
server,1,35,2
client,1,35,19775
server,1,35,70670
client,1,35,19700
server,1,35,2
client,1,35,1
server,1,35,1
client,1,35,1
client,1,35,119344
server,1,35,1
server,1,35,20006
server,1,35,60215
server,1,36,1
client,1,36,11
client,1,36,1
server,1,36,1
client,1,36,5
server,1,36,15
client,1,36,19884
server,1,36,2
client,1,36,19699
server,1,36,70750
client,1,36,1
client,1,36,1
server,1,36,2
server,1,36,1
client,1,36,117575
server,1,36,1
server,1,36,20047
server,1,36,60051
server,1,37,1
client,1,37,10
server,1,37,1
client,1,37,1
client,1,37,4
server,1,37,14
server,1,37,2
client,1,37,19840
server,1,37,70957
server,1,37,2
client,1,37,19936
server,1,37,1
client,1,37,0
server,1,37,1
client,1,37,1
server,1,37,19894
client,1,37,117318
server,1,37,60404
server,1,38,1
client,1,38,13
client,1,38,1
server,1,38,1
client,1,38,3
server,1,38,14
server,1,38,3
client,1,38,19796
server,1,38,70919
client,1,38,19589
server,1,38,2
client,1,38,1
client,1,38,1
server,1,38,1
server,1,38,1
client,1,38,118162
server,1,38,20558
server,1,38,60171
server,1,39,1
client,1,39,10
client,1,39,1
server,1,39,1
client,1,39,3
server,1,39,14
server,1,39,2
client,1,39,19805
client,1,39,19688
server,1,39,71159
server,1,39,3
server,1,39,1
client,1,39,0
client,1,39,1
server,1,39,0
client,1,39,117610
server,1,39,19891
server,1,39,60463
client,1,40,9
server,1,40,1
server,1,40,1
client,1,40,0
server,1,40,15
client,1,40,2
server,1,40,2
client,1,40,19741
client,1,40,19723
server,1,40,71260
server,1,40,2
client,1,40,1
server,1,40,1
client,1,40,1
server,1,40,1
server,1,40,19951
client,1,40,117513
server,1,40,60085
server,1,41,1
client,1,41,9
client,1,41,1
server,1,41,0
client,1,41,3
server,1,41,16
server,1,41,1
client,1,41,19741
server,1,41,71052
client,1,41,19775
server,1,41,2
server,1,41,0
client,1,41,0
client,1,41,2
server,1,41,1
client,1,41,117965
server,1,41,19995
server,1,41,60598
server,1,42,1
client,1,42,9
client,1,42,1
server,1,42,1
server,1,42,15
server,1,42,2
client,1,42,3
client,1,42,20084
server,1,42,70981
server,1,42,1
client,1,42,19706
server,1,42,1
client,1,42,0
server,1,42,1
server,1,42,20434
client,1,42,2
server,1,42,60387
client,1,42,118379
server,1,43,2
client,1,43,9
server,1,43,1
client,1,43,1
client,1,43,2
server,1,43,15
client,1,43,20106
server,1,43,17
server,1,43,71565
client,1,43,19638
server,1,43,2
client,1,43,1
client,1,43,1
server,1,43,1
client,1,43,117180
server,1,43,1
server,1,43,19874
server,1,43,60322
server,1,44,1
client,1,44,9
client,1,44,1
server,1,44,1
server,1,44,15
client,1,44,3
server,1,44,2
client,1,44,19711
client,1,44,19607
server,1,44,70933
client,1,44,1
server,1,44,12
client,1,44,1
server,1,44,0
client,1,44,118684
server,1,44,1
server,1,44,20689
server,1,44,60445
client,1,45,9
server,1,45,1
server,1,45,1
client,1,45,1
server,1,45,15
client,1,45,3
server,1,45,3
server,1,45,70574
client,1,45,19722
server,1,45,2
server,1,45,0
client,1,45,19644
client,1,45,1
server,1,45,1
client,1,45,1
client,1,45,117827
server,1,45,19902
server,1,45,60311
client,1,46,9
server,1,46,1
server,1,46,1
client,1,46,0
server,1,46,16
server,1,46,2
client,1,46,2
client,1,46,19958
server,1,46,72158
server,1,46,2
client,1,46,19856
client,1,46,1
server,1,46,1
client,1,46,1
server,1,46,1
client,1,46,117911
server,1,46,20552
server,1,46,60213
server,1,47,1
client,1,47,9
client,1,47,0
server,1,47,0
server,1,47,14
client,1,47,2
client,1,47,19880
server,1,47,2
client,1,47,19702
server,1,47,70819
client,1,47,1
server,1,47,2
server,1,47,1
client,1,47,2
server,1,47,1
client,1,47,120579
server,1,47,20014
server,1,47,60005
server,1,48,1
client,1,48,9
client,1,48,1
server,1,48,0
client,1,48,3
client,1,48,19670
server,1,48,15
server,1,48,2
client,1,48,19761
client,1,48,1
server,1,48,70652
client,1,48,2
client,1,48,117979
server,1,48,2
server,1,48,1
server,1,48,1
server,1,48,20421
server,1,48,60113
server,1,49,1
client,1,49,9
client,1,49,1
server,1,49,1
client,1,49,4
server,1,49,14
server,1,49,2
client,1,49,19898
client,1,49,19618
server,1,49,70803
client,1,49,1
client,1,49,1
server,1,49,2
client,1,49,118514
server,1,49,1
server,1,49,0
server,1,49,20550
server,1,49,60144
server,1,50,1
client,1,50,13
client,1,50,2
server,1,50,1
client,1,50,4
server,1,50,15
server,1,50,3
server,1,50,70851
client,1,50,19765
client,1,50,19894
server,1,50,2
server,1,50,0
client,1,50,0
server,1,50,1
server,1,50,19965
server,1,50,59932
client,1,50,1
client,1,50,118045
server,1,51,1
client,1,51,9
client,1,51,1
server,1,51,1
server,1,51,14
client,1,51,2
server,1,51,17
client,1,51,19834
server,1,51,72606
client,1,51,19678
server,1,51,2
client,1,51,1
server,1,51,1
client,1,51,1
client,1,51,117109
server,1,51,1
server,1,51,19954
server,1,51,60089
server,1,52,1
client,1,52,10
client,1,52,0
server,1,52,0
server,1,52,14
client,1,52,3
server,1,52,2
client,1,52,19717
client,1,52,19640
server,1,52,70897
server,1,52,2
client,1,52,1
client,1,52,1
server,1,52,1
client,1,52,117838
server,1,52,1
server,1,52,19881
server,1,52,60618
server,1,53,1
client,1,53,12
client,1,53,2
server,1,53,1
server,1,53,15
client,1,53,3
server,1,53,2
client,1,53,19822
server,1,53,70765
server,1,53,12
server,1,53,1
client,1,53,19643
client,1,53,1
server,1,53,1
client,1,53,1
client,1,53,117593
server,1,53,19898
server,1,53,59920
server,1,54,1
client,1,54,9
client,1,54,0
server,1,54,1
server,1,54,15
client,1,54,3
server,1,54,2
server,1,54,70802
client,1,54,19779
client,1,54,19603
server,1,54,12
client,1,54,1
server,1,54,1
server,1,54,1
client,1,54,1
server,1,54,19991
client,1,54,117321
server,1,54,60614
server,1,55,2
client,1,55,9
server,1,55,1
client,1,55,1
client,1,55,2
server,1,55,24
client,1,55,20274
server,1,55,1
server,1,55,72340
client,1,55,20232
server,1,55,2
server,1,55,1
server,1,55,1
client,1,55,1
client,1,55,2
server,1,55,20607
server,1,55,62089
client,1,55,122634
server,1,56,2
client,1,56,8
client,1,56,1
server,1,56,2
client,1,56,2
client,1,56,20257
server,1,56,15
server,1,56,1
server,1,56,73122
client,1,56,20261
client,1,56,1
server,1,56,3
client,1,56,1
server,1,56,1
client,1,56,121718
server,1,56,1
server,1,56,20449
server,1,56,62203
server,1,57,1
client,1,57,9
client,1,57,1
server,1,57,0
server,1,57,15
client,1,57,4
server,1,57,2
server,1,57,70659
client,1,57,19832
server,1,57,13
client,1,57,19620
client,1,57,0
client,1,57,2
server,1,57,1
